title,Author,publisher,language,category_1,category_2,year,month,translate
總有一天， 想回去我的故鄉: 來自福島第一核電廠二十公里半徑圈內的貓,大塚敦子,親子天下股份有限公司,中文,兒童,圖畫書,2014,3,T
Kinfolk餐桌: 獻給生活中的每一場小聚會,Nathan Williams,三采文化股份有限公司,中文,中文書,生活,2014,3,T
大緊縮: 人類史上最危險的觀念,Mark Blyth,聯經出版事業股份有限公司,中文,中文書,商業財經,2014,3,T
小眾， 其實不小: 中間市場陷落， 專業小眾崛起,James Harkin,早安財經文化有限公司,中文,中文書,商業財經,2014,3,T
我好壞好壞,Alessandro Sanna,小熊,中文,兒童,圖畫書,2014,3,T
玫瑰的名字,Umberto Eco,皇冠文化出版有限公司,中文,中文書,文學,2014,3,T
凱蒂之愛,Katie Davis,遠流出版事業股份有限公司,中文,中文書,社會科學,2014,4,T
超人兔系列 (3冊合售),Stephanie Blake,遠流出版事業股份有限公司,中文,兒童,圖畫書,2014,4,T
基列系列 II: 家園,Marilynne Robinson,漫步文化,中文,中文書,文學,2014,4,T
社企力: 社會企業=翻轉世界的變革力量。用愛創業， 做好事又能獲利!,社企流/ 林以涵/ 陳玟成/ 金靖恩,果力文化,中文,中文書,社會科學,2014,4,F
柬埔寨: 被詛咒的國度,Joel Brinkley,聯經出版事業股份有限公司,中文,中文書,社會科學,2014,4,T
忽然一陣敲門聲,Etgar Keret,寂寞出版股份有限公司,中文,中文書,文學,2014,4,T
日本寫真50年,大竹昭子,臉譜出版社,中文,中文書,藝術,2014,4,T
中國現代國家的起源,孔飛力,香港中文大學,中文,中文書,人文,2014,4,T
音樂， 不只是音樂: 認識古典音樂的40堂課,彭廣林,未來出版,中文,中文書,藝術,2014,4,F
你就是改變的起點,嚴長壽,遠見天下文化出版股份有限公司,中文,中文書,社會科學,2014,4,F
檸檬水戰爭,Jacqueline Davies,親子天下股份有限公司,中文,兒童,文學類,2014,5,T
反抗者,Albert Camus,大塊文化出版股份有限公司,中文,中文書,文學,2014,5,T
如果你想看鯨魚,Julie Fogliano,財團法人基督教台灣信義會附設道聲出版社,中文,兒童,圖畫書,2014,5,T
禽獸,Walter Dean Myers,博識圖書出版有限公司,中文,中文書,青少年文學,2014,5,T
你的設計為什麼老是被打X: 深入23位設計界頂尖人士的思考世界,Christina Beard,果禾文化,中文,中文書,藝術,2014,5,T
地下室手記: 杜斯妥也夫斯基經典小說新譯,F. Dostoyevsky,櫻桃園文化出版有限公司,中文,中文書,文學,2014,5,T
我是世界最大黨: 誰在統治及如何統治中國,Rowan Callick,聯經出版事業股份有限公司,中文,中文書,社會科學,2014,5,T
央行的央行: 國際清算銀行秘史,Adam Lebor,遠流出版事業股份有限公司,中文,中文書,商業財經,2014,5,T
森林祕境: 生物學家的自然觀察年誌,David George Haskell,商周出版,中文,中文書,科普,2014,5,T
發酵聖經: 蔬、果、穀類、根莖、豆類,Sandor E. Katz,大家出版,中文,中文書,生活,2014,5,T
歷史的反叛: 1979年的奇異變革及其陰影,Chriatian Caryl,八旗文化,中文,中文書,人文,2014,5,T
地下室手記: 杜斯妥也夫斯基經典小說新譯,F. Dostoyevsky,櫻桃園文化出版有限公司,中文,中文書,文學,2014,5,T
造反: 別以為你們人多， 我1%的主張能占領99%的聲音,Alissa Quart,大是文化有限公司,中文,中文書,社會科學,2014,6,T
今天好嗎? 公主殿下,張友漁,巴巴文化,中文,中文書,青少年文學,2014,6,F
秦始皇: 一場歷史的思辨之旅,呂世浩,平安文化有限公司,中文,中文書,人文,2014,6,F
與時間的河約定: 來自極地的永恆呼喚,星野道夫,馬可孛羅文化事業股份有限公司,中文,中文書,藝術,2014,6,T
只有一點點,瀧村有子,青林國際出版股份有限公司,中文,兒童,圖畫書,2014,6,T
屁屁偵探: 噗噗! 找回消失的人氣點心,Troll,遠流出版事業股份有限公司,中文,兒童,圖畫書,2014,6,T
亂髮: 短歌300首,與謝野晶子/ 等,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2014,6,T
耳朵借我,馬世芳,新經典圖文傳播有限公司,中文,中文書,藝術,2014,6,F
完美,Rachel Joyce,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2014,6,T
重生: 三部曲之一,Pat Barker,時報文化出版企業股份有限公司,中文,中文書,文學,2014,6,T
新聞的騷動: 狄波頓的深入報導與慰藉,Alain De Botton,先覺出版股份有限公司,中文,中文書,社會科學,2014,6,T
歲月的孩子: 366個故事,Eduardo Galeano,南方家園文化事業有限公司,中文,中文書,人文,2014,7,T
自戀時代: 現代人， 你為何這麼愛自己?,Jean M. Twenge/ W. Keith Campbell,八旗文化,中文,中文書,人文,2014,7,T
小翻頁大發現 1: 我的雄偉建築大發現,Rob Lloyd Jones,水滴文化,中文,兒童,知識類,2014,7,T
時間的皺摺,Madeleine L'Engle,博識圖書出版有限公司,中文,中文書,青少年文學,2014,7,T
勇敢立大志， 彎腰做小事: 28個實踐熱情服務的心法,沈方正／盧智芳,天下雜誌股份有限公司,中文,中文書,商業財經,2014,7,F
嗨! 黑漆漆,Lemony Snicket,小天下出版,中文,兒童,圖畫書,2014,7,T
宛如走路的速度: 我的日常、創作與世界,是枝裕和,無限出版,中文,中文書,藝術,2014,7,T
大賣場裡的人類學家: 用人文科學搞懂消費者， 解決最棘手的商業問題,Christian Madsbjerg/ Mikkel B. Rasmussen,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2014,7,T
你是好孩子,中脇初枝,春天出版國際文化有限公司,中文,中文書,文學,2014,7,T
靜坐的科學、醫學與心靈之旅: 21世紀最實用的身心轉化指南 (附CD),楊定一/ 楊元寧,天下生活出版股份有限公司,中文,中文書,生活,2014,7,F
愛情謊言,Martin Suter,寶瓶文化事業有限公司,中文,中文書,文學,2014,7,T
女兒,駱以軍,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2014,8,F
辛德勒名單: 木箱上的男孩,Leon Leyson,國語日報附設出版社,中文,中文書,青少年文學,2014,8,T
作家的書房,陳文發,允晨文化實業股份有限公司,中文,中文書,文學,2014,8,F
李光耀觀天下,李光耀,遠見天下文化出版股份有限公司,中文,中文書,社會科學,2014,8,F
蠟筆大罷工,Drew Daywalt,遠流出版事業股份有限公司,中文,兒童,圖畫書,2014,8,T
大衛．蓋梅爾之傳奇,David Gemmell,蓋亞文化有限公司,中文,中文書,文學,2014,8,T
愛瑪,Elizabeth Gilbert,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2014,8,T
藝術的慰藉,Alain De Botton/ John Armstrong,聯經出版事業股份有限公司,中文,中文書,藝術,2014,8,T
故事的解剖: 跟好萊塢編劇教父學習說故事的技藝， 打造獨一無二的內容、結構與風格,Robert Mckee,漫遊者文化事業股份有限公司,中文,中文書,藝術,2014,8,T
我就是時尚: VOGUE創意總監， 時尚世界的祕密武器。她， 決定下一波的流行語言與三千億美元的時尚產值,Grace Coddington,漫遊者文化事業股份有限公司,中文,中文書,生活,2014,8,T
小小的也很好,Jonathan Bentley,台灣東方出版社股份有限公司,中文,兒童,圖畫書,2014,8,T
S.,J. J. Abrams/ Doug Dorst,寂寞出版股份有限公司,中文,中文書,文學,2014,9,T
火車頭,Brian Floca,格林文化事業股份有限公司,中文,兒童,圖畫書,2014,9,T
護土親水: 郭中端與她心中美好的台灣,郭中端,本事文化股份有限公司,中文,中文書,藝術,2014,9,F
記事情,余麗瓊,財團法人信誼基金會信誼出版社,中文,兒童,圖畫書,2014,9,F
慈禧: 開啟現代中國的皇太后,張戎,麥田出版社,中文,中文書,人文,2014,9,T
北川富朗大地藝術祭: 越後妻有三年展的10種創新思維,北川富朗,遠流出版事業股份有限公司,中文,中文書,藝術,2014,9,T
逐海而居: 陳冠華花東海岸小住宅設計,陳冠華,田園城市文化事業有限公司,中文,中文書,藝術,2014,9,F
列寧的墳墓: 一座共產帝國的崩潰 上 (2冊合售),David Remnick,八旗文化,中文,中文書,人文,2014,9,T
從叢林到文明， 人類身體的演化和疾病的產生,Daniel E. Lieberman,商周出版,中文,中文書,科普,2014,9,T
揹相機的革命家: 用眼睛撼動世界的馬格南傳奇,Russell Milley,漫遊者文化事業股份有限公司,中文,中文書,藝術,2014,9,T
驚奇少年的冒險旅程,Clare Vanderpool,未來出版,中文,中文書,青少年文學,2014,9,T
美麗與哀愁: 第一次世界大戰個人史,Peter Englund,衛城出版,中文,中文書,人文,2014,10,T
鳴響雪松 1: 阿納絲塔夏,Vladimir Megre,拾光雪松出版有限公司,中文,中文書,人文,2014,10,T
有一顆水藍色的星球,曹俊彥,國語日報附設出版社,中文,兒童,知識類,2014,10,T
無印良品成功90%靠制度: 不加班、不回報也能創造驚人營收的究極管理,松井忠三,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2014,10,T
用繪本跟孩子談重要的事: 能獨立思考的孩子， 到哪裡都能過得好,幸佳慧,如何出版社有限公司,中文,兒童,圖畫書,2014,10,F
味覺獵人: 舌尖上的科學與美食癡迷症指南,Barb Stuckey,漫遊者文化事業股份有限公司,中文,中文書,生活,2014,10,T
放棄的力量,Peg Streep/ Alan B. Bernstein,麥田出版社,中文,中文書,人文,2014,10,T
誰抄誰? 西洋名畫的對照、剖析與探源,Caroline Larroche,野人文化股份有限公司,中文,中文書,藝術,2014,10,T
現代文明的批判: 剖析人類未來的困境,許倬雲,遠見天下文化出版股份有限公司,中文,中文書,社會科學,2014,10,F
二十一世紀資本論,Thomas Piketty,衛城出版,中文,中文書,商業財經,2014,11,T
破解達文西: 親眼看見， 這份手稿如何啟發了人類文明與科學,Claudio Giorgione/ Patrick Boucheron/ Pascal Brioist/ Philippe Cardinali/ Pietro C. Marani,大是文化有限公司,中文,中文書,科普,2014,11,T
廚房記,幸田文,麥田出版社,中文,中文書,文學,2014,11,F
從巴黎左岸， 到台東比西里岸: 藝術家江賢二的故事,吳錦勳,遠見天下文化出版股份有限公司,中文,中文書,藝術,2014,11,F
阿里巴巴模式: 改變遊戲規則， 在釋放草根創新力中成長,劉鷹/ 項松林/ 方若乃,啟動文化,中文,中文書,商業財經,2014,11,F
大尖山的大冒險 1: 風的草原,岩村和朗,青林國際出版股份有限公司,中文,兒童,文學類,2014,11,T
朋友,谷川俊太郎,遠流出版事業股份有限公司,中文,兒童,圖畫書,2014,11,T
烹: 人類如何透過烹飪轉化自然， 自然又如何藉由烹飪轉化人類,Michael Pollan,大家出版,中文,中文書,生活,2014,11,T
神遺棄的裸體: 禁制的性， 伊斯蘭世界的另類觀察報告,石井光太,大牌出版,中文,中文書,人文,2014,11,T
史托納,John Williams,啟明出版事業股份有限公司,中文,中文書,文學,2014,11,T
寶貝小禮物: 曹俊彥的私房珍藏,曹俊彥,國語日報附設出版社,中文,中文書,青少年文學,2014,11,F
二十一世紀資本論,托瑪．皮凱提,衛城出版,中文,中文書,商業財經,2014,11,T
海盜共和國: 骷髏旗飄揚、民主之火燃起的海盜黃金年代,Colin Woodard,商業周刊,中文,中文書,人文,2014,12,T
明日的餐桌: 世界正在吃什麼? 面對食安危機， 我們需要美味的倫理與食物的正義,余宛如,果力文化,中文,中文書,社會科學,2014,12,F
從世界變得寂靜開始: 物種多樣性的衰減如何導致文化貧乏,Marcel Robischon,臉譜出版社,中文,中文書,科普,2014,12,T
放水,Carl Hiaasen,小樹文化有限公司,中文,中文書,青少年文學,2014,12,T
背影的記憶,長島有里枝,臉譜出版社,中文,中文書,文學,2014,12,T
重回大地: 當代紀實攝影家薩爾卡多相機下的人道呼喚,Sebastiao Salgado/ Isabelle Francq,木馬文化事業有限公司,中文,中文書,藝術,2014,12,T
巷仔口社會學,王宏仁,大家出版,中文,中文書,社會科學,2014,12,F
分崩離析,Chinua Achebe,遠流出版事業股份有限公司,中文,中文書,文學,2014,12,T
這是蘋果嗎? 也許是喔,吉竹伸介,三采文化股份有限公司,中文,兒童,圖畫書,2014,12,T
寶寶的第一套聲音繪本: 咕嚕咕嚕小黑熊 (3册合售),新井洋行,小魯文化事業股份有限公司,中文,兒童,嬰幼兒,2014,12,T
數位麵包屑裡的各種好主意: 社會物理學 剖析意念傳播方式的新科學,Alex Pentland,大塊文化出版股份有限公司,中文,中文書,社會科學,2014,12,T
發光體 上下 (2冊合售),Eleanor Catton,聯經出版事業股份有限公司,中文,中文書,文學,2015,1,T
種樹的男人,Jean Giono,,中文,中文書,文學,2015,1,T
我是驚嘆號,Amy Krouse Rosenthal,遠流出版事業股份有限公司,中文,兒童,圖畫書,2015,1,T
教室外的最後一堂課,David Menasche,平安文化有限公司,中文,中文書,人文,2015,1,T
Get Lucky! 助你好運: 九個心理習慣， 讓你用小改變創造大運氣,劉軒,遠見天下文化出版股份有限公司,中文,中文書,人文,2015,1,F
雨季的孩子: 來自亞洲底層的苦難印記,David Jimenez,木馬文化事業有限公司,中文,中文書,社會科學,2015,1,T
眠月之山: 一個紐西蘭父親的台灣尋子奇緣,Phil Tchernegovski,遠流出版事業股份有限公司,中文,中文書,文學,2015,1,T
我的故宮欣賞書,林世仁,小天下出版,中文,兒童,知識類,2015,1,F
匱乏經濟學: 為什麼老是在趕Deadline? 為什麼老是覺得時間和金錢不夠用?,Sendhil Mullainathan/ Eldar Shafir,遠流出版事業股份有限公司,中文,中文書,商業財經,2015,1,T
旅行的異義: 一趟揭開旅遊暗黑真相的環球之旅,Elizabeth Becker,八旗文化,中文,中文書,人文,2015,1,T
一日浮生: 十個探問生命意義的故事,Irvin D. Yalom,心靈工坊文化事業股份有限公司,中文,中文書,人文,2015,2,T
建築武者修行,光嶋裕介,聯經出版事業股份有限公司,中文,中文書,藝術,2015,2,T
找回光的男孩,Joy Cowley,聯經出版事業股份有限公司,中文,中文書,青少年文學,2015,2,T
牆的另一邊,Laurence Fugier,遠流出版事業股份有限公司,中文,兒童,圖畫書,2015,2,T
2020東京大改造: 日經三大專門雜誌帶你預測未來 (附地圖),日經建築雜誌編輯部,先覺出版股份有限公司,中文,中文書,藝術,2015,2,T
再見，平庸世代: 你在未來經濟裡的位子,Tyler Cowen,早安財經文化有限公司,中文,中文書,商業財經,2015,2,T
冰峰暗隙,Joe Simpson,大家出版,中文,中文書,文學,2015,2,T
心所愛的人,小野,三采文化股份有限公司,中文,兒童,文學類,2015,2,F
無法送達的遺書: 記那些在恐怖年代失落的人,林易澄/ 胡淑雯/ 陳宗延/ 楊美紅/ 羅毓嘉,衛城出版,中文,中文書,人文,2015,2,T
野心時代: 在新中國追求財富、真相和信仰,Evan Osnos,八旗文化,中文,中文書,社會科學,2015,2,T
白色微笑，寮國: 777天勇敢做夢，用力走自己的人生,吳東俊,大好書屋,中文,中文書,文學,2015,3,F
紅色在唱歌,林世仁,典藏藝術家庭股份有限公司,中文,兒童,圖畫書,2015,3,F
Louis Vuitton路易威登都會包: 百年品牌的傳承．演化與突變,Jean-Claude Kaufmann,積木文化股份有限公司,中文,中文書,生活,2015,3,T
嘉年華的誕生: 慶典、舞會、演唱會、運動會如何翻轉全世界,Barbara Ehrenreich,左岸文化,中文,中文書,社會科學,2015,3,T
這不是告別,Rainbow Rowell,時報文化出版企業股份有限公司,中文,中文書,青少年文學,2015,3,T
西方憑什麼: 五萬年人類大歷史， 破解中國落後之謎,Ian Morris,雅言文化出版股份有限公司,中文,中文書,人文,2015,3,T
沙郡年紀: 像山一樣思考， 荒野詩人寫給我們的自然之歌,Aldo Leopold,果力文化,中文,中文書,文學,2015,3,T
一個阿富汗女孩的故事之戰火下的小花,Deborah Ellis,台灣東方出版社股份有限公司,中文,兒童,文學類,2015,3,T
湖南人與現代中國,Stephen R. Platt,衛城出版,中文,中文書,人文,2015,3,T
永續的一餐: 簡樸、靈活與惜食的烹飪手札,Tamar Adler,大家出版,中文,中文書,生活,2015,3,T
隱藏地圖中的日治台灣真相: 太陽帝國的最後一塊拼圖,陸傳傑,遠足文化事業股份有限公司,中文,中文書,人文,2015,3,F
普丁強權下的俄羅斯真相,Ben Judah,如果出版,中文,中文書,社會科學,2015,4,T
蔬菜是怎麼長大的呀?,Gerda Muller,水滴文化,中文,兒童,圖畫書,2015,4,T
留在原地， 然後離開,John Boyne,皇冠文化出版有限公司,中文,中文書,青少年文學,2015,4,T
糖、脂肪、鹽: 食品工業誘人上癮的三詭計,Michael Moss,八旗文化,中文,中文書,生活,2015,4,T
恭喜畢業: 離開學校後， 最重要的事,George Saunders,新經典圖文傳播有限公司,中文,中文書,人文,2015,4,T
鬥牛犬賈思登,Kelly Dipucchio,小熊,中文,兒童,圖畫書,2015,4,T
老屋顏: 走訪全台老房子， 從老屋歷史、建築裝飾與時代故事， 尋訪台灣人的生活足跡,辛永勝/ 楊朝景,馬可孛羅文化事業股份有限公司,中文,中文書,藝術,2015,4,F
搶救寂靜: 一個野地錄音師的探索之旅 (附CD),范欽慧,遠流出版事業股份有限公司,中文,中文書,科普,2015,4,F
平行故事 I: 喑啞地帶,Nadas Peter,漫步文化,中文,中文書,文學,2015,4,T
成為黃種人: 一部東亞人由白變黃的歷史,Michael Keevak,八旗文化,中文,中文書,社會科學,2015,4,T
逃避自由: 透視現代人最深的孤獨與恐懼,Erich Fromm,木馬文化事業有限公司,中文,中文書,人文,2015,4,T
夏日的一天,秦好史郎,青林國際出版股份有限公司,中文,兒童,圖畫書,2015,5,T
創意電力公司: 我如何打造皮克斯動畫,Ed Catmull/ Amy Wallace,遠流出版事業股份有限公司,中文,中文書,商業財經,2015,5,T
照過來．照過去,Lizi Boyd,小天下出版,中文,兒童,圖畫書,2015,5,T
耶路撒冷的移居者: 一段在衝突中探求接納， 在絕望中發現希望的異鄉生活告白,Lipika Pelham,商周出版,中文,中文書,人文,2015,5,T
寫給未來的日記,Jessi Kirby,親子天下股份有限公司,中文,中文書,青少年文學,2015,5,T
毛澤東: 真實的故事,Alexander V. Pantsov/ Steven I. Levine,聯經出版事業股份有限公司,中文,中文書,人文,2015,5,T
救救正常人: 失控的精神醫學,Allen Frances,左岸文化,中文,中文書,生活,2015,5,T
夕霧花園,Tan Twan Eng,貓頭鷹出版社,中文,中文書,文學,2015,5,T
關於人生， 我確實知道……: 歐普拉的生命智慧,Oprah Winfrey,遠見天下文化出版股份有限公司,中文,中文書,人文,2015,5,T
星際效應: 電影幕後的科學事實、推測與想像,Kip Thorne,漫遊者文化事業股份有限公司,中文,中文書,科普,2015,5,T
提靈女王 I: 真命女王的崛起,Erika Johansen,大塊文化出版股份有限公司,中文,中文書,文學,2015,5,T
動物眼中的世界,Guillaume Duprat,上誼文化實業股份有限公司,中文,兒童,圖畫書,2015,6,T
冷暴力,Marie-France Hirigoyen,商周出版,中文,中文書,人文,2015,6,T
被隱藏的中國: 從新疆、西藏、雲南到滿州的奇異旅程,David Eimer,八旗文化,中文,中文書,社會科學,2015,6,T
回到古代打官司: 護食安， 拆違建， 抓色情， 防舞弊……打擊犯罪， 古人自有好方法,劉峰,漫遊者文化事業股份有限公司,中文,中文書,社會科學,2015,6,F
葉公超的兩個世界: 從艾略特到杜勒斯,湯晏,衛城出版,中文,中文書,人文,2015,6,F
南海: 21世紀的亞洲火藥庫與中國稱霸的第一步?,Bill Hayton,麥田出版社,中文,中文書,社會科學,2015,6,T
文創大觀 2: 台灣品牌來時路,陳郁秀,先覺出版股份有限公司,中文,中文書,社會科學,2015,6,F
永遠的杏仁樹,Michelle Cohen Corasanti,臉譜出版社,中文,中文書,文學,2015,6,T
給中學生的情緒管理術: 一輩子都需要的情緒調適力， 現在開始學習!,楊俐容/ 孫德齡,親子天下股份有限公司,中文,中文書,人文,2015,6,F
印尼Etc: 眾神遺落的珍珠,Elizabeth Pisani,聯經出版事業股份有限公司,中文,中文書,人文,2015,6,T
宇宙從我心中生起: 羅伯．蘭薩的生命宇宙論,Robert Lanza/ Bob Berman,地平線文化,中文,中文書,科普,2015,7,T
單車失竊記,吳明益,麥田出版社,中文,中文書,文學,2015,7,T
斷頭台上的時尚女王: 瑪麗．安東妮， 一場時尚與政治的血腥角力,Caroline Weber,八旗文化,中文,中文書,人文,2015,7,T
製造音樂,David Byrne,行人出版社,中文,中文書,藝術,2015,7,T
耶路撒冷,徐則臣,九歌出版社有限公司,中文,中文書,文學,2015,7,F
哪個是哪個? 食物比一比,高岡昌江,小天下出版,中文,兒童,知識類,2015,7,T
陸海空建築工程大集合,Anne-Sophie Baumann,上誼文化實業股份有限公司,中文,兒童,知識類,2015,7,T
中國剩女: 性別歧視與財富分配不均的權力遊戲,Leta Hong Fincher,八旗文化,中文,中文書,人文,2015,7,T
古騰堡的學徒,Alix Christie,寂寞出版股份有限公司,中文,中文書,文學,2015,7,T
列車上的女孩,Paula Hawkins,寂寞出版股份有限公司,中文,中文書,文學,2015,8,T
當我們同在一起,Sebastian Meschenmoser,青林國際出版股份有限公司,中文,兒童,圖畫書,2015,8,T
討海魂: 13種即將消失的捕魚技法， 找尋人海共存之道,行人文化實驗室/ 企畫,行人出版社,中文,中文書,科普,2015,8,F
史蒂文．麥柯里: Untold. 隱藏在鏡頭下的故事與紀行,Steve Mccurry,麥浩斯資訊股份有限公司,中文,中文書,藝術,2015,8,T
我在地球的日子,Matt Haig,春天出版國際文化有限公司,中文,中文書,文學,2015,8,T
戰爭遊戲外傳: 安德闇影,Orson Scott Card,親子天下股份有限公司,中文,中文書,青少年文學,2015,8,T
金翅雀,Donna Tartt,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2015,8,T
好奇心: 生命不在於找答案， 而是問問題,Brian Grazer/ Charles Fishman,商周出版,中文,中文書,人文,2015,8,T
不安的山谷: 中亞， 小國政治的悲劇,Philip Shishkin,八旗文化,中文,中文書,社會科學,2015,8,T
好想出去玩,結城悅子,遠流出版事業股份有限公司,中文,兒童,圖畫書,2015,8,T
接地氣: 大地是最好的醫生， 修復體內抗氧化系統， 對抗自由基,Clinton Ober/ Stephen T. Sinatra/ Martin Zucker,地平線文化,中文,中文書,生活,2015,8,T
如果台灣的四周是海洋: 我們要敢於和過去不同， 敢於和對岸不同， 敢於在險境中開創新的未來。二十年時間將決定我們是滅亡還是新生。,郝明義,英屬蓋曼群島商網路與書,中文,中文書,社會科學,2015,9,F
一線員工成就一流企業: 日本新經營之神星野佳路的飯店管理學,中澤康彥,遠見雜誌,中文,中文書,商業財經,2015,9,T
孤獨的反義詞,Marina Keegan,聯經出版事業股份有限公司,中文,中文書,文學,2015,9,T
單一文化的陷阱: 經濟效益掛帥的時代， 我們失去了怎樣的生活方式和多元價值?,F. S. Michaels,木馬文化事業有限公司,中文,中文書,商業財經,2015,9,T
我想做壞事!,澤木耕太郎,親子天下股份有限公司,中文,兒童,圖畫書,2015,9,T
我的娃娃朋友妲莉雅,Barbara Mcclintock,水滴文化,中文,兒童,圖畫書,2015,9,T
背離親緣 上: 那些與眾不同的孩子， 他們的父母， 以及他們尋找身分認同的故事,Andrew Solomon,大家出版,中文,中文書,社會科學,2015,9,T
被埋葬的記憶,石黑一雄,商周出版,中文,中文書,文學,2015,9,T
敵人的櫻花,王定國,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2015,9,F
去問愛麗絲,佚名,英屬維京群島商高寶國際有限公司台灣分公司,中文,中文書,青少年文學,2015,9,T
我發瘋的那段日子: 抗NMDA受體腦炎倖存者自傳,Susannah Cahalan,行路出版,中文,中文書,人文,2015,9,T
三十三年夢,朱天心,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2015,10,F
細數生命中的小奇蹟,荷莉．戈柏．史隆,博識圖書出版有限公司,中文,中文書,青少年文學,2015,10,T
臺南: 家,范毅舜 (Nicholas Fan),本事出版,中文,中文書,文學,2015,10,F
臺南: 家 (藝術書盒典藏版),范毅舜 (Nicholas Fan),本事出版,中文,中文書,文學,2015,10,F
暴力犯罪的大腦檔案: 從神經犯罪學探究惡行的生物根源， 慎思以治療取代懲罰的未來防治計畫,Adrian Raine,遠流出版事業股份有限公司,中文,中文書,科普,2015,10,T
全世界最窮的總統爺爺來演講!,艸場よしみ,如何出版社有限公司,中文,兒童,圖畫書,2015,10,T
美麗的家園,刀根里衣,青林國際出版股份有限公司,中文,兒童,圖畫書,2015,10,T
韌性: 挺過挫折壓力， 走出低潮逆境的神秘力量,Christina Berndt,時報文化出版企業股份有限公司,中文,中文書,人文,2015,10,T
北鳶,葛亮,聯經出版事業股份有限公司,中文,中文書,文學,2015,10,F
芭樂人類學,郭佩宜/ 編,左岸文化,中文,中文書,社會科學,2015,10,F
呼吸的自癒力: 簡單幾步驟， 降低壓力和焦慮， 提高專注力， 帶來情緒的平衡 (附CD),Richard P. Brown/ Patricia L. Gerbarg,天下生活出版股份有限公司,中文,中文書,生活,2015,10,T
用鋼筆戰鬥的電影筆記: 楚浮、高達、侯麥等電影大師的搖籃， 探索現代電影藝術的六十年旅程,Emilie Bickerton,漫遊者文化事業股份有限公司,中文,中文書,藝術,2015,10,T
微權力: 從會議室、軍事衝突、宗教到國家， 權力為何衰退與轉移， 世界將屬於誰?,Moises Naim,商周出版,中文,中文書,社會科學,2015,11,T
海風下,Rachel Carson,八旗文化,中文,中文書,文學,2015,11,T
走在夢的路上,刀根里衣,格林文化事業股份有限公司,中文,兒童,圖畫書,2015,11,T
影像的追尋: 台灣攝影家寫實風貌,張照堂,遠足文化事業股份有限公司,中文,中文書,藝術,2015,11,F
小津安二郎的餐桌,貴田庄,臉譜出版社,中文,中文書,藝術,2015,11,F
雨: 文明、藝術、科學， 人與自然交織的億萬年紀事,Cynthia Barnett,臉譜出版社,中文,中文書,科普,2015,11,T
無用之用: 醞釀之必要， 徒然之必要， 歡迎來到無用時代,Nuccio Ordine,漫遊者文化事業股份有限公司,中文,中文書,人文,2015,11,T
祕密地圖,Andrew Clements,遠流出版事業股份有限公司,中文,兒童,文學類,2015,11,T
小荳荳和小荳荳們,黑柳徹子,親子天下股份有限公司,中文,中文書,文學,2015,11,T
生命中的燦爛時光,Jennifer Niven,未來出版,中文,中文書,青少年文學,2015,11,T
記憶與遺忘的鬥爭: 臺灣轉型正義階段報告 (3冊合售),臺灣民間真相與和解促進會,衛城出版,中文,中文書,人文,2015,11,F
死了兩次的男人,Luigi Pirandello,啟明出版事業股份有限公司,中文,中文書,文學,2015,12,T
把成功變成習慣: 全球頂尖名校教授執教50年提出的10項人生忠告,Bernard Roth,大塊文化出版股份有限公司,中文,中文書,商業財經,2015,12,T
諾拉．韋布斯特,Colm Toibin,時報文化出版企業股份有限公司,中文,中文書,文學,2015,12,T
剪裁歧見: 訂作民主社會的共識,Cass R. Sunstein,衛城出版,中文,中文書,社會科學,2015,12,T
奧黛麗的青春狂喜劇,Sophie Kinsella,遠見天下文化出版股份有限公司,中文,中文書,青少年文學,2015,12,T
亂世的犧牲者: 重探川島芳子的悲劇一生,上坂冬子,八旗文化,中文,中文書,人文,2015,12,T
花子小姐是誰呀?,古川拓,阿爾發國際文化事業有限公司,中文,兒童,圖畫書,2015,12,T
吹口哨的孩子王,重松清,小天下出版,中文,兒童,文學類,2015,12,T
自我的追尋: 倫理學的心理學探究,Erich Fromm,木馬文化事業有限公司,中文,中文書,人文,2015,12,T
無聲告白,伍綺詩,悅知文化,中文,中文書,文學,2015,12,T
岸邊書藏: 一座翻轉城市的圖書館,林倖妃,天下雜誌股份有限公司,中文,中文書,社會科學,2015,12,F
人的條件,Hannah Arendt,商周出版,中文,中文書,社會科學,2016,1,T
成功的要義: 提高心性、拓展命運之道,稻盛和夫,天下雜誌股份有限公司,中文,中文書,商業財經,2016,1,T
覺醒的年代: 解讀弔詭新未來 (不朽經典紀念版),Charles Handy,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2016,1,T
八百萬種走法: 一個小說家的步行人生,Lawrence Block,漫遊者文化事業股份有限公司,中文,中文書,文學,2016,1,T
信仰的終結: 宗教、恐怖行動及理性的未來,Sam Harris,八旗文化,中文,中文書,人文,2016,1,T
