title,Author,publisher,language,category_1,category_2,year,month,translate
魔奇魔奇樹,齋藤隆介,和英文化事業有限公司,中文,兒童,圖畫書,2001,9,T
零的故事,Charles Seife,商周出版,中文,中文書,科普,2001,9,T
怪才的荒誕與憂傷,Dave Eggers,遠見天下文化出版股份有限公司,中文,中文書,文學,2001,9,T
給我一件新衣服,Frederique Bertrand,格林文化事業股份有限公司,中文,兒童,圖畫書,2001,10,T
古地圖集精選,Phillip Allen,貓頭鷹出版社,中文,中文書,人文,2001,10,T
忠孝公園,陳映真,洪範書店有限公司,中文,中文書,文學,2001,10,F
盡得其妙: 如何讀西方正典,Harold Bloom,時報文化出版企業股份有限公司,中文,中文書,文學,2002,10,T
大城小傳,陳志勇,格林文化事業股份有限公司,中文,中文書,圖文漫畫,2019,11,F
財富背後的法律密碼: 法律如何創造財富與不平等,Katharina Pistor,大塊文化出版股份有限公司,中文,中文書,商業財經,2019,11,T
國家的決斷: 給台灣人看的二戰後國際關係史,張國城,八旗文化,中文,中文書,社會科學,2019,11,F
生命與味覺,辰巳芳子,積木文化股份有限公司,中文,中文書,生活,2019,11,T
魔法糖果,白希那백희나,維京國際股份有限公司,中文,兒童,圖畫書,2019,11,T
我們都要好好的: 無人知曉的獸醫現場,陳凌,小貓流文化,中文,中文書,科普,2019,11,F
河流,Monika Vaicenavičienė,維京國際股份有限公司 ,中文,兒童,圖畫書,2019,11,T
游牧人生: 是四海為家， 還是無家可歸? 全球金融海嘯後的新生活形態， 以車為家的銀髮打工客， 美國地下經濟最年長的新免洗勞工,Jessica Bruder,臉譜出版社,中文,中文書,社會科學,2019,11,T
HO! SANAA: 妹島和世+西澤立衛的溫柔建築風景,謝宗哲,原點出版社,中文,中文書,藝術,2019,12,F
為何我們總是選錯人? 人類政治行為的迷思,Rick Shenkman,左岸文化,中文,中文書,社會科學,2019,12,T
2069,高翊峰,新經典圖文傳播有限公司,中文,中文書,文學,2019,12,F
建構視覺文化的13人,アイデア編集部,臉譜出版社,中文,中文書,藝術,2019,12,T
動盪: 國家如何化解危局、成功轉型? (作者燙銀簽名精裝版),Jared Diamond,時報文化出版企業股份有限公司,中文,中文書,人文,2019,12,T
如果在冬夜， 一個旅人,Italo Calvino,時報文化出版企業股份有限公司,中文,中文書,文學,2019,12,T
去投票吧! 做出選擇， 創造改變,Mark Shulman,親子天下股份有限公司,中文,兒童,圖畫書,2019,12,T
她有兩個爸爸,Mel Elliott,青林國際出版股份有限公司,中文,兒童,圖畫書,2019,12,T
性格販子: 最受歡迎的人格測驗MBTI大揭密,Merve Emre,行路出版,中文,中文書,人文,2019,12,F
變量: 看見中國社會小趨勢,何帆,聯經出版事業股份有限公司,中文,中文書,社會科學,2019,12,F
自製男人,Norah Vincent,木馬文化 ,中文,中文書,人文,2007,10,T
梅迪奇效應,Frans Johansson,商周出版,中文,中文書,商業財經,2005,10,T
葛林斯班的騙局,Ravi Batra,經濟新潮社,中文,中文書,商業財經,2005,11,T
百年愚行,小崎哲哉,先覺出版股份有限公司,中文,中文書,藝術,2004,1,T
帖木兒之後: 1405-2000年全球帝國史,John Darwin,野人文化股份有限公司,中文,中文書,人文,2010,12,T
不會俯衝的鴿子,Edward Van De Vendel,讀家文化出版有限公司,中文,兒童,圖畫書,2012,9,T
智能記憶,Barry Gordon,大塊文化,中文,中文書,人文,2005,9,T
雨果的祕密,Brian Selznick,台灣東方出版社股份有限公司,中文,中文書,青少年文學,2008,1,T
快思慢想,Daniel Kahneman,遠見天下文化出版股份有限公司,中文,中文書,人文,2012,11,T
腦袋裝了2000齣歌劇的人,Oliver Sacks,遠見天下文化出版股份有限公司,中文,中文書,科普,2008,9,T
正午的黑暗,Arthur Koestler,臉譜出版社,中文,中文書,文學,2006,4,T
貧民窟宅男的世界末日：奧斯卡．哇塞短暫奇妙的一生,Junot Diaz,漫遊者文化事業股份有限公司,中文,中文書,文學,2010,1,T
另類的出口,John Berger,麥田出版社,中文,中文書,藝術,2003,8,T
大偉的規則,Cythia Lord,台灣東方出版社股份有限公司,中文,兒童,文學類,2007,9,T
建築的表情,Witold Rybczynski,木馬文化事業有限公司,中文,中文書,藝術,2005,10,T
巴黎的獅子 (中法對照版),Beatrice Alemagna,米奇巴克有限公司,中文,兒童,圖畫書,2008,1,T
華頓商學院最受歡迎的談判課: 上完這堂課， 世界都會聽你的!,Stuart Diamond,先覺出版股份有限公司,中文,中文書,商業財經,2011,10,T
戰爭回憶錄: 喚回榮耀 1,Charles André Joseph Marie De Gaulle,左岸文化,中文,中文書,人文,2002,11,T
台灣棒球一百年,謝仕淵 謝佳芬,果實出版社,中文,中文書,人文,2003,8,F
戰爭回憶錄: 邁向統一 2,Charles André Joseph Marie De Gaulle,左岸文化,中文,中文書,人文,2002,11,T
剪裁歧見: 訂作民主社會的共識 (簽名版),Cass R. Sunstein,衛城出版,中文,中文書,社會科學,2015,12,T
情感設計,Donald A. Norman,田園城市文化事業有限公司,中文,中文書,藝術,2005,12,T
天地有大美,蔣勳,遠流出版事業股份有限公司,中文,中文書,文學,2005,12,F
重生,Giuseppe Pontiggia,臺灣商務印書館股份有限公司,中文,中文書,文學,2005,6,T
隱秘盛開,蔣韻,麥田出版社,中文,中文書,文學,2005,7,F
製造敵人的文化,Marc Crepon,果實出版社,中文,中文書,社會科學,2005,6,T
Get Lucky! 助你好運: 九個心理習慣， 讓你用小改變創造大運氣 (親簽版),劉軒,遠見天下文化出版股份有限公司,中文,中文書,人文,2015,1,F
王大閎: 永恆的建築詩人,徐明松,木馬文化事業有限公司,中文,中文書,藝術,2007,5,F
在一起， 就好,Anna Gavalda,木馬文化事業有限公司,中文,中文書,文學,2007,12,T
原來， 我們的生活很巴黎: 13個創造歷史的時尚創意,Joan Dejean,遠見天下文化出版股份有限公司,中文,中文書,人文,2006,6,T
心的靜修: 不恐懼．不焦慮．不生氣， 沒有煩惱的喜悅人生,His Eminence Gyalwa Dokhampa,遠見天下文化出版股份有限公司,中文,中文書,人文,2015,7,T
善待細胞， 可以活得更好,李豐,原水文化,中文,中文書,生活,2010,10,F
大江大海一九四九,龍應台,天下雜誌股份有限公司,中文,中文書,文學,2009,9,F
魚繪本 (3冊合售),中野博美,維京國際股份有限公司,中文,兒童,知識類,2007,4,T
昨日世界,Stefan Zweig,邊城出版社,中文,中文書,文學,2005,11,T
奇光下的祕密,Brian Selznick,未來出版,中文,中文書,青少年文學,2012,2,T
山丘上的修道院: 科比意的最後風景,范毅舜,本事文化股份有限公司,中文,中文書,藝術,2012,1,F
戰後的日美同盟真相,孫崎享,八旗文化,中文,中文書,社會科學,2016,8,F
愛跳舞的安娜,Tomas Nollet,讀家文化出版有限公司,中文,兒童,圖畫書,2012,5,T
仙人掌女人收藏書,周芬伶,麥田出版社,中文,中文書,文學,2006,7,F
慢食,謝忠道,果實出版社,中文,中文書,生活,2005,6,F
旁觀他人之痛苦,Susan Sontag,麥田出版社,中文,中文書,人文,2004,10,T
伊斯坦堡: 一座城市的記憶,Orhan Pamuk,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2006,3,T
藏獒,楊志軍,風雲時代出版股份有限公司,中文,中文書,文學,2006,1,F
巴黎時間旅行,鹿島茂,果實出版社,中文,中文書,人文,2005,10,T
看不見的馬,熊亮,龍圖騰文化事業有限公司,中文,兒童,圖畫書,2012,2,F
帶一本書去巴黎,林達,時報文化出版企業股份有限公司,中文,中文書,文學,2003,1,F
後發制人：聰明企業如何不創新也能主宰新市場,Constantinos C. Markides,臉譜出版社,中文,中文書,商業財經,2005,6,T
沒有我們的世界,Alan Weisman,木馬文化事業有限公司,中文,中文書,科普,2008,6,T
匠心獨具: 史特拉第瓦里與琴的傳奇故事,Toby Faber,臺灣商務印書館股份有限公司,中文,中文書,藝術,2007,4,T
紳士與流浪漢,Ron Hall,啟示出版APOCALYPSE PRESS,中文,中文書,文學,2010,4,T
目的地上海,雷驤,西遊記文化事業有限公司,中文,中文書,文學,2007,3,F
一個德國人的故事,Sebastian Haffner,左岸文化,中文,中文書,人文,2005,3,T
咦? 神奇透視書!,Sophie Dauvois,臺灣麥克股份有限公司,中文,兒童,知識類,2016,1,T
邊緣優勢巨變,John Iii Hagel,臉譜出版社,中文,中文書,商業財經,2006,1,T
傾聽動物心語,Temple Grandin,木馬文化事業有限公司,中文,中文書,科普,2006,9,T
妮儂的哲學妙語套書 (2冊合售),Oscar Brenifier,玉山社出版事業股份有限公司,中文,兒童,知識類,2008,1,T
發現亞當斯密,Jonathan B. Wight,經濟新潮社,中文,中文書,商業財經,2004,8,T
海岸山脈的瑞士人,范毅舜,積木文化股份有限公司,中文,中文書,人文,2008,9,T
另一種影像敘事,John Berger,三言社,中文,中文書,藝術,2007,2,T
咖啡時代,沈孟穎,遠足文化事業股份有限公司,中文,中文書,人文,2005,2,F
那年春假， 貓， 小哲與我,湯本香樹實,親子天下股份有限公司,中文,中文書,青少年文學,2016,1,T
我的山居鳥日記: 25種鳥類生活大集合,鈴木守,遠流出版事業股份有限公司,中文,兒童,圖畫書,2007,8,T
He Is Monster,張家維,紅色文化事業股份有限公司,中文,中文書,圖文漫畫,2005,12,F
發燒地球200年,Gale E. Christianson,野人文化股份有限公司,中文,中文書,科普,2006,4,T
浪遊之歌,Rebecca Solnit,麥田出版社,中文,中文書,人文,2001,10,T
山茶花文具店 (誠品獨家精裝版),小川糸,圓神出版社有限公司,中文,中文書,文學,2017,8,T
愛上萊特,Nancy Horan,漫遊者文化事業股份有限公司,中文,中文書,文學,2009,6,T
威尼斯,Jan Morris,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2004,2,T
魔女圖鑑,角野榮子,台灣東方出版社股份有限公司,中文,中文書,圖文漫畫,2007,11,T
月亮晚上做什麼？,Anne Herbauts,遠流出版事業股份有限公司,中文,兒童,圖畫書,2002,10,T
醜聞筆記,Zoe Heller,臺灣商務印書館股份有限公司,中文,中文書,文學,2005,9,T
黑天鵝效應,Nassim Nicholas Taleb,大塊文化出版股份有限公司,中文,中文書,社會科學,2008,5,T
挖鼻史,Roland Flicket,三言社,中文,中文書,人文,2005,12,T
母性,Sarah Blaffer Hrdy,新手父母出版股份有限公司,中文,中文書,人文,2004,5,T
當債務吞噬國家,Noreena Hertz,天下雜誌股份有限公司,中文,中文書,商業財經,2006,11,T
我家有個風火輪 (附CD),張曼娟,親子天下股份有限公司,中文,中文書,青少年文學,2006,11,F
東京五星級伴手禮,岸朝子,西遊記文化事業有限公司,中文,中文書,生活,2005,7,T
皮克斯傳奇,David A. Price,時周文化事業股份有限公司,中文,中文書,商業財經,2009,8,T
打造將才基因 2: 將將,杜書伍,天下雜誌股份有限公司,中文,中文書,商業財經,2012,5,F
威樂比這一家,Lois Lowry,小天下出版,中文,兒童,文學類,2008,12,T
蘭閨寶錄,Susan Mann,左岸文化,中文,中文書,人文,2005,11,T
工匠精神的瑞士概念股,朱成志,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2005,2,F
夏天的一天,秦好史郎,尖端出版,中文,兒童,圖畫書,2006,9,T
猴男孩小宙,Beatrice Alemagna,讀家文化出版有限公司,中文,兒童,圖畫書,2011,2,T
夜,Elie Wiesel,左岸文化,中文,中文書,文學,2006,10,T
魔球：逆境中致勝的智慧,Michael Lewis,早安財經文化有限公司,中文,中文書,商業財經,2005,5,T
中國哲學史 (增訂本),馮友蘭,臺灣商務印書館股份有限公司,中文,中文書,人文,2014,3,F
悄悄話,Chrissie Keighery,台灣東方出版社股份有限公司,中文,中文書,青少年文學,2015,1,T
餘燼,Sandor Marai,大塊文化出版股份有限公司,中文,中文書,文學,2006,1,T
改變這世界， 平面設計大師力: 職人學、座右銘與養分,Caroline Roberts,原點出版社,中文,中文書,藝術,2019,3,T
台灣小說青春讀本 (5冊合售）,合集,遠流出版事業股份有限公司,中文,中文書,青少年文學,2005,7,F
灣生回家,田中實加,遠流出版事業股份有限公司,中文,中文書,人文,2014,10,F
戰爭回憶錄: 完成救贖 3,Charles André Joseph Marie De Gaulle,左岸文化,中文,中文書,人文,2002,11,T
浯島四月十二日迎城隍 (2冊合售),張哲銘,斑馬文創有限公司,中文,兒童,圖畫書,2009,11,F
Zerro零: 世界記號大全,松田行正,漫遊者文化事業股份有限公司,中文,中文書,藝術,2008,1,T
什麼都要洗乾淨,鎌田步,阿爾發國際文化事業有限公司,中文,兒童,圖畫書,2016,1,T
來自大海的禮物,Anne Morrow Lindbergh,遠流出版事業股份有限公司,中文,中文書,文學,2012,1,T
自由海盜邦飛斯: 莫里斯．葛萊茲曼,Morris Gleitzman,遠流出版事業股份有限公司,中文,兒童,文學類,2010,9,T
三個六月天,Julia Glass,臺灣商務印書館股份有限公司,中文,中文書,文學,2005,11,T
雀鳥、果蠅與上帝,Edward J. Larson,左岸文化,中文,中文書,科普,2005,10,T
客房中的旅行,浦一也,繆思,中文,中文書,生活,2007,4,T
重讀石頭記,Anthonyc Yu,麥田出版社,中文,中文書,文學,2004,3,T
失敗的國家: 濫用權力與侵犯民主,Noam Chomsky,左岸文化,中文,中文書,社會科學,2008,9,T
Design by wangzhihong.com: A Selection of Book Designs 2001-2016王志弘作品選 2001-2016,王志弘,臉譜出版社,中/英/日三國語言,中文書,藝術,2016,9,F
你最重要的東西是什麼?,山本敏晴,親子天下股份有限公司,中/英對照,兒童,圖畫書,2007,4,T
呆呆日記 1: 太多的秘密不能說,Jim Benton,寶瓶文化事業有限公司,中/英對照,中文書,青少年文學,2008,2,T
戀人版中英詞典,郭小櫓,大塊文化出版股份有限公司,中/英對照,中文書,文學,2008,4,T
最後的夏天,Lois Lowry,哈佛人出版有限公司,中/英對照,中文書,青少年文學,2008,12,T
奧古斯都和他的微笑 (附中英雙語CD),Catherine Rayner,滿天星傳播有限公司,中/英對照,兒童,圖畫書,2010,8,T
我是傑克， 霸凌終結者,Andrew Clements,遠流出版事業股份有限公司,中/英對照,兒童,文學類,2013,11,T
懶洋洋的噴火龍 (117週年版),Kenneth Grahame,國語日報附設出版社,中/英對照,兒童,文學類,2015,6,T
你的一天， 足以改變世界: 讓日子熠熠生輝的10個大哉問 (附英文朗讀音檔下載),楠茂宣,小熊,中/英對照,兒童,圖畫書,2018,4,T
漂鳥集 (賞析譯註版),Rabindranath Tagore,漫遊者文化事業股份有限公司,中/英對照,中文書,文學,2018,4,T
巴布．狄倫歌詩集套書 (7冊合售),Bob Dylan,大塊文化出版股份有限公司,中/英對照,中文書,藝術,2019,10,T
雨雪霏霏: 婆羅洲童年紀事,李永平,遠見天下文化出版股份有限公司,中文,中文書,文學,2002,10,F
向達倫大冒險 1: 怪奇馬戲團,Darren Shan,皇冠文化出版有限公司,中文,中文書,青少年文學,2002,10,T
吳冠中速寫意境,黑馬/何燕屏,臉譜出版社,中文,中文書,藝術,2002,11,F
開往遠方的列車,Eve Bunting,和英文化事業有限公司,中文,兒童,圖畫書,2002,11,T
古強森的聖誕奇蹟 (附CD),Susan Wojciechowski,道聲出版社,中文,兒童,圖畫書,2002,12,T
設計私生活,歐陽應霽,大塊文化出版股份有限公司,中文,中文書,藝術,2002,12,F
偶遇者THE PICKUP,Nadine Gordimcr,九歌出版社有限公司,中文,中文書,文學,2002,12,T
夏之屋，再說吧,Judith Hermann,一方出版有限公司,中文,中文書,文學,2003,1,T
布拉格精神,Ivan Klima,時報文化出版企業股份有限公司,中文,中文書,文學,2003,2,T
歐洲與沒有歷史的人,Eric R. Wolf,麥田出版社,中文,中文書,人文,2003,2,T
一顆超級頑固的牙,Charlotte Middleton,三之三文化事業股份有限公司,中文,兒童,圖畫書,2003,2,T
春神跳舞的森林,嚴淑女,格林文化事業股份有限公司,中文,兒童,圖畫書,2003,3,T
消逝的德國人,Gunter Grass,時報文化出版企業股份有限公司,中文,中文書,文學,2003,3,T
寵兒,Toni Morrison,臺灣商務印書館股份有限公司,中文,中文書,文學,2003,4,T
日蝕,平野啟一郎,聯合文學出版社股份有限公司,中文,中文書,文學,2003,4,T
太太的歷史,Marilyn Yalom,心靈工坊文化事業股份有限公司,中文,中文書,人文,2003,5,T
NO LOGO,Naomi Klein,時報文化出版企業股份有限公司,中文,中文書,商業財經,2003,5,T
盲眼貓頭鷹,Sadegh Hedayat,麥田出版社,中文,中文書,文學,2003,6,T
左手的記憶,許鈞,皇冠文化出版有限公司,中文,中文書,文學,2003,6,F
台灣古建築圖解事典,李乾朗,遠流出版事業股份有限公司,中文,中文書,藝術,2003,7,F
太古和其他的時間,Olga Tokarczuk,大塊文化出版股份有限公司,中文,中文書,文學,2003,7,T
娜嘉,Andre Breton,行人出版社,中文,中文書,文學,2003,8,T
我們仨,楊絳,時報文化出版企業股份有限公司,中文,中文書,文學,2003,9,F
櫟樹的囚徒,蔣韻,麥田出版社,中文,中文書,文學,2003,10,F
美麗失敗者,Leonard Cohen,大塊文化出版股份有限公司,中文,中文書,文學,2003,10,T
我曾侍候過英國國王,Bohumil Hrabal,大塊文化出版股份有限公司,中文,中文書,文學,2003,11,T
摩爾人的最後嘆息,Salman Rushdie,臺灣商務印書館股份有限公司,中文,中文書,文學,2003,11,T
台灣三部曲之一: 行過洛津,施叔青,時報文化出版企業股份有限公司,中文,中文書,文學,2003,12,F
非關命運,Imre Kertesz,遠見天下文化出版股份有限公司,中文,中文書,文學,2003,12,T
陌生語言的樂音,Andrew Crumey,天培出版社,中文,中文書,文學,2004,3,T
消逝邊境I,Francois Schuiten,大辣出版股份有限公司,中文,中文書,圖文漫畫,2004,4,T
銀河系大定位,Timothy Ferris,遠流出版事業股份有限公司,中文,中文書,科普,2004,4,T
東進韃靼,Robert D. Kaplan,臺灣商務印書館股份有限公司,中文,中文書,文學,2004,5,T
迷情書蹤,Antonia Susan Byatt,時報文化出版企業股份有限公司,中文,中文書,文學,2004,6,T
愛情的謎底,Andrew Sean Greer,大塊文化出版股份有限公司,中文,中文書,文學,2004,6,T
得救的舌頭,Elias Canetti,臺灣商務印書館股份有限公司,中文,中文書,文學,2004,7,T
看見聲音: 走入失聰的寂靜世界,Oliver Sacks,時報文化出版企業股份有限公司,中文,中文書,科普,2004,7,T
末世男女,Margaret Atwood,天培出版社,中文,中文書,文學,2004,8,T
寫給雨季的歌,Elizabeth Bishop,木馬文化事業有限公司,中文,中文書,文學,2004,10,T
幻想大師Roald Dahl的異想世界,Roald Dahl,臺灣商務印書館股份有限公司,中文,中文書,文學,2004,11,T
你那什麼態度啊？！,Michele Borba,親子天下股份有限公司,中文,中文書,社會科學,2004,11,T
海神家族,陳玉慧,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2004,12,F
企業的性格與命運,Joel Baken,大塊文化出版股份有限公司,中文,中文書,商業財經,2004,12,T
群眾的智慧,James Surowiecki,遠流出版事業股份有限公司,中文,中文書,社會科學,2005,3,T
愛地球動物會議議題3,瑪莉露,小天下出版,中文,兒童,知識類,2005,4,T
有色人種,Jérôme Ruillier,和英文化事業有限公司,中文,兒童,圖畫書,2005,4,T
愛地球動物會議議題1,瑪莉露,小天下出版,中文,兒童,知識類,2005,4,T
艾莉森的家,Allen Say,台灣東方出版社股份有限公司,中文,兒童,圖畫書,2005,4,T
建築異型,李清志,大塊文化出版股份有限公司,中文,中文書,藝術,2005,4,F
愛因斯坦和畢卡索,Arthur I. Miller,聯經出版事業股份有限公司,中文,中文書,人文,2005,4,T
焚舟紀 (5冊合售),Angela Carter,行人出版社,中文,中文書,文學,2005,4,T
川的三部作：泥河．螢川．道頓堀川,宮本輝,遠流出版事業股份有限公司,中文,中文書,文學,2005,4,T
美元失色黃金發熱,James Turk/John Rubino,時報文化出版企業股份有限公司,中文,中文書,商業財經,2005,4,T
靜止在,袁哲生,寶瓶文化事業有限公司,中文,中文書,文學,2005,4,F
黑皮膚，白面具,Frantz Fanon,心靈工坊文化事業股份有限公司,中文,中文書,人文,2005,4,T
李淳陽昆蟲記,李淳陽,遠流出版事業股份有限公司,中文,中文書,科普,2005,4,F
愛地球動物會議議題2,瑪莉露,小天下出版,中文,兒童,知識類,2005,4,T
凝固的波浪,林心雅/李文堯,時報文化出版企業股份有限公司,中文,中文書,生活,2005,5,F
維根斯坦的撥火棒,David Edmonds/John Eidinow,時報文化出版企業股份有限公司,中文,中文書,人文,2005,5,T
最特別的生日禮物,Vera B.Williams,財團法人基督教台灣信義會附設道聲出版社,中文,兒童,圖畫書,2005,5,T
巴黎晃遊者,Edmund White,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2005,5,T
一次: 影像和故事,Wim Wenders,田園城市文化事業有限公司,中文,中文書,藝術,2005,5,T
食物戀,張詠捷,野人文化股份有限公司,中文,中文書,生活,2005,5,F
半世紀舊書回味,李志銘,群學出版有限公司,中文,中文書,人文,2005,5,F
如何訂做一個好老師,Ken Bain,大塊文化出版股份有限公司,中文,中文書,社會科學,2005,5,T
農場上的動物,法國巴亞出版社編輯部,上誼文化實業股份有限公司,中文,兒童,嬰幼兒,2005,5,T
貓之猜想,黃凡,聯合文學出版社股份有限公司,中文,中文書,文學,2005,6,F
怪怪探險隊之野炊達人大進擊,椎名誠／林政明,遠流出版事業股份有限公司,中文,中文書,生活,2005,6,T
灰色的靈魂,Philippe Claude,木馬文化事業有限公司,中文,中文書,文學,2005,6,T
費曼手札,Richard P. Feynman,遠見天下文化出版股份有限公司,中文,中文書,科普,2005,6,T
海之生,立松和平,青林國際出版股份有限公司,中文,兒童,圖畫書,2005,6,T
寂靜之聲,師瓊瑜,聯合文學出版社股份有限公司,中文,中文書,文學,2005,7,F
世紀三國：曹操之霸者勝出,羅吉甫／郝廣才,格林文化事業股份有限公司,中文,中文書,人文,2005,7,F
十年後的台灣,楊照,印刻文學生活雜誌出版股份有限公司,中文,中文書,社會科學,2005,7,F
鍾理和：假黎婆,鍾理和,遠流出版事業股份有限公司,中文,中文書,青少年文學,2005,7,F
大地旅人,張翠容,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2005,7,F
圖書館的故事：人與書，千百年來不曾平靜的歷史,Matthew Battles,遠流出版事業股份有限公司,中文,中文書,人文,2005,7,T
小石獅 (附CD/英文版),熊亮,和英文化事業有限公司,中文,兒童,圖畫書,2005,7,F
鴉片：黑色迷霧中的極樂天堂,Barbara Hodgson,三言社,中文,中文書,人文,2005,7,T
319 鄉向前行：台北桃園新竹苗栗,天下雜誌記者,天下雜誌股份有限公司,中文,中文書,人文,2005,7,F
帶我去觀星,陳培,秋雨文化事業股份有限公司,中文,中文書,科普,2005,7,F
集體失憶的年代,Jane Jacobs,大塊文化出版股份有限公司,中文,中文書,人文,2005,7,T
從此天天睡好覺,羅孝穗,如何出版社有限公司,中文,中文書,生活,2005,7,F
無花果鶯的夏天,Eglal Errera,臺灣商務印書館股份有限公司,中文,中文書,文學,2005,7,T
天作不合,侯文詠,皇冠文化出版有限公司,中文,中文書,文學,2005,7,F
黃春明：銀鬚上的春天,黃春明,遠流出版事業股份有限公司,中文,中文書,青少年文學,2005,7,F
創意居家,宋憶嬌,田園城市文化事業有限公司,中文,中文書,藝術,2005,7,F
享樂的藝術,Michel Onfray,邊城出版社,中文,中文書,人文,2005,7,T
慢活,Carl Honoré,大塊文化出版股份有限公司,中文,中文書,社會科學,2005,8,T
鐵盒裡的青春,台北市婦女救援基金會／採訪紀錄,遠見天下文化出版股份有限公司,中文,中文書,人文,2005,8,F
Big and Green：邁向二十一世紀的永續建築,David Gissen,木馬文化事業有限公司,中文,中文書,藝術,2005,8,T
野菇圖鑑,周文能,遠流出版事業股份有限公司,中文,中文書,科普,2005,8,F
幸福退休新年代：理財顧問不會告訴你的退休智慧,Zelinsky,遠流出版事業股份有限公司,中文,中文書,人文,2005,8,T
從兩個蛋開始,楊爭光,九歌出版社有限公司,中文,中文書,文學,2005,8,F
小鵪鶉捉迷藏,木本百子,上誼文化實業股份有限公司,中文,兒童,嬰幼兒,2005,8,T
在北京生存的100 個理由,沈昌文／尹麗川,大塊文化出版股份有限公司,中文,中文書,生活,2005,8,F
幻想的地誌學,谷川渥,邊城出版社,中文,中文書,文學,2005,8,T
品類殺手,Robert Spector,天下雜誌股份有限公司,中文,中文書,商業財經,2005,9,T
幻想圖書館,寺山修司,邊城出版社,中文,中文書,人文,2005,9,T
孩子的情慾世界，你知道嗎？,Marcel Rufo,先覺出版股份有限公司,中文,中文書,社會科學,2005,9,T
合肥四姊妹,金安平, 時報文化出版企業股份有限公司,中文,中文書,人文,2005,9,T
繪本之力,河合隼雄／松居直／柳田邦男,遠流出版事業股份有限公司,中文,兒童,圖畫書,2005,9,T
膚淺,張小虹,聯合文學出版社股份有限公司,中文,中文書,文學,2005,9,F
失物招領處,Siegfried Lenz,遠流出版事業股份有限公司,中文,中文書,文學,2005,9,T
十九秒,Pierre Charras,遠流出版事業股份有限公司,中文,中文書,文學,2005,10,T
改寫生命的101個忠告,Robin S. Sharma,方智出版社股份有限公司,中文,中文書,人文,2005,10,T
天工開物‧栩栩如真,董啟章,麥田出版社,中文,中文書,文學,2005,10,F
脫衣術,黃薇,茵山外出版,中文,中文書,生活,2005,10,F
小污點,Olivia French,阿布拉教育文化有限公司,中文,兒童,圖畫書,2005,11,T
美術館風暴,Anna Nilsen,典藏藝術家庭股份有限公司,中文,兒童,圖畫書,2005,11,T
流浪在前衛的國度,姚瑞中,大塊文化出版股份有限公司,中文,中文書,藝術,2005,11,F
邱吉爾的黑狗,Anthony Storr,立緒文化事業有限公司,中文,中文書,人文,2005,11,T
貓大屠殺 : 法國文化史鉤沉,Robert Darnton,聯經出版事業股份有限公司,中文,中文書,人文,2005,11,T
異國風情在我家,馬繼康,秋雨文化事業股份有限公司,中文,中文書,藝術,2005,11,F
畫框裡的秘密,Anna Nilsen,典藏藝術家庭股份有限公司,中文,兒童,圖畫書,2005,11,T
HAPPY MONEY: 理財量身做、享受富足人生,Andrea Tichy/Gerd Leidig,商智文化事業股份有限公司,中文,中文書,商業財經,2005,12,T
邁向另一境界,Clemens Kuby,臺灣商務印書館股份有限公司,中文,中文書,人文,2005,12,T
野蠻的上帝: 自殺的人文研究,Al Alvarez,心靈工坊文化事業股份有限公司,中文,中文書,人文,2005,12,T
仁慈的吸引力,Piero Ferrucci,大塊文化出版股份有限公司,中文,中文書,人文,2005,12,T
從科學到想像,Philippe De La Cotardiere,邊城出版社,中文,中文書,科普,2006,1,T
哈利波特與神隱少女,山中康裕,心靈工坊文化事業股份有限公司,中文,中文書,人文,2006,1,T
字的童話系列 (附CD/7冊合售),林世仁/ 哲也,親子天下股份有限公司,中文,兒童,文學類,2006,1,T
愛上圖書館,王岫,九歌出版社有限公司,中文,中文書,文學,2006,1,F
狂飆的十年: 一個繁華盛世的興衰啟示錄,Joseph E. Stiglitz,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2006,1,T
彩色鋼琴,馬桑,小天下出版,中文,兒童,圖畫書,2006,1,T
心智探奇,Steven Pinker,臺灣商務印書館股份有限公司,中文,中文書,科普,2006,1,T
白髮阿娥及其他,西西,洪範書店有限公司,中文,中文書,文學,2006,2,F
暢銷書的故事,Brian Hill/ Dee Power,臉譜出版社,中文,中文書,人文,2006,2,T
慢慢快活: 好想懶惰 (附CD),歐陽應霽,大塊文化出版股份有限公司,中文,中文書,文學,2006,2,F
大聲牛: 33個奇才顛覆創意,Seth Godin,天下雜誌股份有限公司,中文,中文書,商業財經,2006,2,T
光影交舞石頭記: 建築師李伯斯金回憶錄,Danie Liebskind,時報文化出版企業股份有限公司,中文,中文書,藝術,2006,2,T
大崩壞: 人類社會的明天?,Jared Diamond,時報文化出版企業股份有限公司,中文,中文書,社會科學,2006,2,T
完美的真空,Stanislaw Lem,邊城出版社,中文,中文書,文學,2006,2,T
愛倫的故事,Kaye Gibbons,臺灣商務印書館股份有限公司,中文,中文書,文學,2006,2,T
